id	taxonID	scientificName	acceptedNameUsage	nameAccordingTo	higherClassification	kingdom	phylum	class	order	family	taxonRank	nomenclaturalCode	taxonomicStatus	modified	license	rightsHolder	accessRights	bibliographicCitation	datasetName
Aricia agestis	Aricia agestis	Aricia agestis ([Schiffermüller], 1775)	Aricia agestis	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Aricia anteros	Aricia anteros	Aricia anteros (Freyer, 1838)	Aricia anteros	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Aricia artaxerxes	Aricia artaxerxes	Aricia artaxerxes (Fabricius, 1793)	Aricia artaxerxes	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Aricia cramera	Aricia cramera	Aricia cramera (Eschscholtz, 1821)	Aricia cramera	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Aricia eumedon	Aricia eumedon	Aricia eumedon (Esper, 1780)	Aricia eumedon	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Aricia montensis	Aricia montensis	Aricia montensis Verity, 1928	Aricia montensis	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Aricia morronensis	Aricia morronensis	Aricia morronensis Ribbe, 1910	Aricia morronensis	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Aricia nicias	Aricia nicias	Aricia nicias (Meigen, 1829)	Aricia nicias	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Boloria aquilonaris	Boloria aquilonaris	Boloria aquilonaris (Stichel, 1908)	Boloria aquilonaris	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Boloria chariclea	Boloria chariclea	Boloria chariclea (Schneider, 1794)	Boloria chariclea	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Boloria dia	Boloria dia	Boloria dia (Linnaeus, 1767)	Boloria dia	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Boloria eunomia	Boloria eunomia	Boloria eunomia (Esper, 1799)	Boloria eunomia	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
