id	taxonID	scientificName	acceptedNameUsage	nameAccordingTo	higherClassification	kingdom	phylum	class	order	family	taxonRank	nomenclaturalCode	taxonomicStatus	modified	license	rightsHolder	accessRights	bibliographicCitation	datasetName
Carterocephalus silvicolus	Carterocephalus silvicolus	Carterocephalus silvicolus (Meigen, 1829)	Carterocephalus silvicolus	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Celastrina argiolus	Celastrina argiolus	Celastrina argiolus (Linnaeus, 1758)	Celastrina argiolus	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Charaxes jasius	Charaxes jasius	Charaxes jasius (Linnaeus, 1767)	Charaxes jasius	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Chazara briseis	Chazara briseis	Chazara briseis (Linnaeus, 1764)	Chazara briseis	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Chazara prieuri	Chazara prieuri	Chazara prieuri (Pierret, 1837)	Chazara prieuri	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Chilades trochylus	Chilades trochylus	Chilades trochylus (Freyer, 1844)	Chilades trochylus	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Coenonympha arcania	Coenonympha arcania	Coenonympha arcania (Linnaeus, 1760)	Coenonympha arcania	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Coenonympha corinna	Coenonympha corinna	Coenonympha corinna (Hübner, 1806)	Coenonympha corinna	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Coenonympha dorus	Coenonympha dorus	Coenonympha dorus (Esper, 1782)	Coenonympha dorus	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Coenonympha gardetta	Coenonympha gardetta	Coenonympha gardetta (Prunner, 1798)	Coenonympha gardetta	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Coenonympha glycerion	Coenonympha glycerion	Coenonympha glycerion (Borkhausen, 1788)	Coenonympha glycerion	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Coenonympha hero	Coenonympha hero	Coenonympha hero (Linnaeus, 1760)	Coenonympha hero	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Coenonympha leander	Coenonympha leander	Coenonympha leander (Esper, 1784)	Coenonympha leander	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Coenonympha oedippus	Coenonympha oedippus	Coenonympha oedippus (Fabricius, 1787)	Coenonympha oedippus	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Coenonympha orientalis	Coenonympha orientalis	Coenonympha orientalis Rebel, 1910	Coenonympha orientalis	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Coenonympha pamphilus	Coenonympha pamphilus	Coenonympha pamphilus (Linnaeus, 1758)	Coenonympha pamphilus	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Coenonympha rhodopensis	Coenonympha rhodopensis	Coenonympha rhodopensis Elwes, 1900	Coenonympha rhodopensis	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Coenonympha thyrsis	Coenonympha thyrsis	Coenonympha thyrsis (Freyer, 1846)	Coenonympha thyrsis	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Coenonympha tullia	Coenonympha tullia	Coenonympha tullia (Müller, 1764)	Coenonympha tullia	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Colias alfacariensis	Colias alfacariensis	Colias alfacariensis Ribbe, 1905	Colias alfacariensis	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
Colias aurorina	Colias aurorina	Colias aurorina Herrich-Schäffer, 1850	Colias aurorina	Kudrna O, Harpke A, Lux K, Pennerstorfer J, Schweiger O, Settele J, Wiemers M (2011) Distribution atlas of butterflies in Europe. Gesellschaft für Schmetterlingsschutz, Halle, Germany, 576 pp.	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	species	ICZN	valid	2013-10-18	Available under Open Database Licence. Data users must cite this Data Paper properly in any publication that results from an analysis using the provided data as a whole or in parts.	Helmholtz Centre for Environmental Research - UFZ, Department of Community Ecology, Theodor-Lieser-Str. 4, 06120 Halle, Germany	This dataset is freely available for non-commercial scientific use.	Helmholtz Center for Environmental Research (2013). CLIMBER: Climatic niche characteristics of the butterflies in Europe. 379 data records. Contributed by Schweiger O, Harpke A, Wiemers M, Settele J. Online at <zookeys repository>, version 1.0 (released on <date>), Resource ID: <doi>, Data Paper ID <doi assigned to this manuscript>	CLIMBER
